video_name,caption01,caption02,caption03,caption04,caption05,caption06,caption07,caption08,caption09,caption10,caption11
yt---kgxi3dRc8_202.mp4,The man is showing his friend the fish he caught. ,2 men admiring a fish they are holding,Two men but one catching a fish.,Two adult males in waterproof fishing gear are inspecting a fish that one of the men is holding,"The person on the left in red is holding, talking about and showing a fish to the person on the right in blue.",,,,,,
yt--7QDJQU657I_4.mp4,A girl is sitting on a man's lap whilst she airdrums and the dad is helping her airdrum. ,"Daughter sitting on father's lap, the daughter is laughing as a result of her father making her do a funny action",A little girl is pretending to play the drums while sitting on her father's lap.,The dad is playing with his daughter ,A man is pretending to play the drums with his child on his lap,,,,,,
yt--Sv97d457Uw_137.mp4,"One man explains something to another, gesturing with his hands",a man is talking to another man about a bush,Two men are discussing a plant in a garden area.,2 people talking to each other,Talking ,there are two people talking over a fence with looks like a discussion about the overgrown plant and whose responsibility it is.,,,,,
yt--d_UnNREYO4_61.mp4,two babys sit in buckets as they laugh at each other,Two babies sitting in big blue buckets are laughing and smiling.,"There are twins each sitting in a plastic container, pointing at their own faces and laughing to each other.","Two babies in separate blue pails are looking at each other, laughing and touching their faces as they bath in the water.",Two indants laughing in buckets.,,,,,,
yt-0Bzn7lSvTmA_9.mp4,The two babies are smiling and taking turns laughing. ,2 babies laughing while sitting in blue chairs,Two babies playing together.,"Two babies are sitting up, and one of the babies is laughing and interacting with the other one",Two young babies sitting in matching small chairs looking at each while the baby on the left makes a sound and then the baby on the right laughs.,,,,,,
yt-0IxYqinsuz8_7.mp4,A young child puts a toothbrush in their mouth as their mother watches on.,The toddler is holding a toothbrush as the adult motions how to use it.,A woman looking at a baby trying to brush his teeth.,Baby chewing spoon while mother watches.,A mother is smiling at her baby demonstrating how to brush their teeth.,,,,,,
yt-0QzC8ORgZlM_35.mp4,"Two babies crying and kicking, looking away from each other and the camera",Two babies lying in a cot crying,Two babies crying and moving around ,2 babies crying,Two crying babies are lying on a flat surface next to each other,,,,,,
yt-11lRVNynHq0_23.mp4,A tall man is seen shoveling  the ground while another man is seen crouching and observing him.,"A worker with a spade digs a grass sod, with a middle class trendy sports hippy crouching down observing for the camera.",one man is shoveling while the other is crouching and watching,Come on getting digging so we can fine something quickly,One man is digging a hole in a field while another kneels and watched,,,,,,
yt-1bNx06Nq40k_73.mp4,Two children are seen playing instruments and singing in their band.,Kid playing the guitar and singing and another child playing the drums,A kid playing guitar and singing with another kid is playing drums behind him.,There is one boy playing the guitar and singing into a microphone and another boy seated a metre or so away from him who is playing a drum kit.,"There is a young playing the guitar and singing into a microphone while another boy sits a metre away from him, playing a drum kit. ","Two children are playing instruments, one plays drums while the other sings and plays guitar.",Kids are singing and playing musical intruments.,jamming out with friends,,,
yt-1iBn-CjHBgc_22.mp4,"A woman attempting to console a small, crying baby. ",a crying baby being comforted by their mum,A woman comforting a crying baby.,A baby being held by its mother is crying and then the mother comforts it.,A woman is holding a crying baby over her shoulder.,,,,,,
yt-1iRW2U2jNPA_888.mp4,two men are outside and standing near a tree,Two men try to plant a tree that is almost as big as them,Two men are discussing something while planting a tree.,Two people standing in a forest. One of them fondles a plant that is just branches.  ,2 people are looking at a small tree,,,,,,
yt-1icEOZdgkVY_35.mp4,"Two babies, crying.",two babies laying and crying.,"Two babies in bed, one is crying and the other is calm.",Two babies lie side by side in a bed - one baby screams four times while the other baby appears to place something in their mouth. ,Two babies lying next to each other.,"Two babies, one is crying at the top of his lungs.",children are adoreable and also cry alot,,,,
yt-2Joztxgo5Sw_180.mp4,"A woman fries, while another women looks on with a plate of vegetables ready to be cooked.",Friends cooking dinner together and chatting ,"Two women talking, one is cooking, while the other is holding a plate of food.",Two women stand side by side in conversation with each other in a kitchen - one woman holds a plate of food while the other stirs some ingredients in a frying pan.,"Two women talking and cooking together, one cooks in a pan while the other holds a plate of ingredients.","Two women in the kitchen, cooking.",friends cooking and having a chat,,,,
yt-2Ks8gsK22PA_14.mp4,Two men beat on drums with their hands whilst moving rhythmically ,two men are playing on bongos,There are two men who are playing drums in a band and seem to be playing to an audience by their manner.,2 men playing drums without sticks,Playing bongo drums ,there are two people each with a drum each banging their hands on them.,,,,,
yt-2ULEIoRKW_Q_35.mp4,Two babies laying in a crib and crying.,Two babies are crying. ,Two babies laid next to each other both crying,Two babies laying down and crying at the same time.,Two babies are not having a good time as they cry in bed.,,,,,,
yt-2dK-i-Ie1Yg_68.mp4,The tailor is measuring the chest circumference of the customer.,tailor measures man's chest,A man measuring another mans chest,A tailor measuring a man for a suit or shirt.,"A man is in a clothing shop, getting measured by a shop assistant who is using measuring tape to measure his chest",A man measuring another man's chest with a tape measure.,hapless tailoring assistant measuring man's chest,,,,
yt-2r4fsa-FerM_512.mp4,Two people are fishing next to each other. ,"2 men fishing, both holding fishing rods",Two men doing fishing in an ocean.,Two people are on a boat out at sea with fishing rods.  One of the people has a fish on his line and is trying to catch it,"Two people on a boat deep sea fishing, the person in red has likely caught something and is reeling it in.",,,,,,
yt-3cMBMW1l4L8_137.mp4,"One woman is eating pizza whilst seemingly searching for something, while the other woman is eating pizza and handing a napkin to the first woman. ",Two women holding heavily laden sandwiches,Two women are sitting at a table eating and one hands the other a napkin.,The people are eating,two women are eating and one of them passes a napkin to the other,,,,,,
yt-3feY7fLgX4M_737.mp4,two men talking in a car.,"two people in a car, the person on the left is talking, the person on the right is chewing and moves their head slightly to the left.",A driver and passenger travelling in a car together.,Two young men chatting as they drive,"two people in a car, one driving one a passenger",,,,,,
yt-4ECKZXJX9FY_7.mp4,two martial artists setting up to attempt to break a piece of wood with a kick.,"the person on the left is holding a board, the person on the right stands side on and steps toward the board, lifting their leg up and tapping the board with their right foot",A Thai Kwon Do student practicing his aim at hitting a board with his foot which the instructor is holding.,"Two men doing judo, one is preparing to kick a piece of material held by the other man.","judo training, trying to break something with a kick",,,,,,
yt-4GeYyT0lwQ0_20.mp4,two babies interacting and laughing,Two babies playing with each other over a step stool.,Two toddlers playing together over a step ladder,two babies smiling together,Babies playing with one another. ,,,,,,
yt-4JNdEFzM86k_274.mp4,"Two people are stood outsde chatting, they both appear to hear an unexpected noise below them",A man in a white shirt and a man in a green shirt are both communicating to each other. They make motions with their hands near their ears. Then both turn shocked to look at something on the floor near the man in the green's feet.,"Asking his friend if he heard that noise, in which they then both look down in the direction the noise came",A few people talking.,2 men speaking together,,,,,,
yt-4vsQkKl13Qc_682.mp4,two adults looking at papers and talking,Two young men have a discussion while waving some paper around.,two men discussing work at a desk,they are talking about a book,Discussing the contents in a paper.,,,,,,
yt-5K_c4LG7CEE_35.mp4,A woman tapping a small baby on the back.,a tiny baby being tapped on the back and cuddled by their mum,Woman comforting a baby by tapping their back. ,A mother comforting a crying baby,A woman is patting a swaddled newborn and holding him close to her chest.,,,,,,
yt-6RiK4Sg2tSY_75.mp4,The person is interacting with the baby to make him smile. ,A baby laughing,An adult holding baby's leg making him laugh.,A baby is lying on the floor and laughing and interacting with an adult who is holding their legs,A person on the right is holding the legs of a baby and the baby is giggling.,,,,,,
yt-7-zxdVaYzDA_301.mp4,Two people speaking in comfortable chairs,"A middle aged man in a suit is sitting opposite an older man and he appears to be explaining something and gesticulating, while the older gent looks on attentively.",One man speaking with/interviewing and older man,one person talking the other listening,Two men seated in armchairs and facing each other are conversing,,,,,,
yt-74Pt4L0NrGo_187.mp4,Two young boys pasting something onto a stick,kids spreading something on top of their food,Two kids spreading cream cheese on crackers.,"Two boys sit side by side in conversation, both boys are placing some sort of dip onto a snack; one boy smiles at the camera.",Two children who look happy sat together with some kind of food and a plate each.,Two kids eating and looking all happy.,having fun eating together,,,,
yt-7Gw5igJ3Uc0_45.mp4,a baby sits on a bed laughing as a woman interacts with them,A mother kisses her young son.,There is a young child sitting on a bed and a woman appears in front of the child suddenly which makes the child laugh.,A person with long hair leans over and kisses a baby and the baby smiles and looks excited.,Q woman playing with an infant.,,,,,,
yt-7eF1aYP8gCQ_9.mp4,2 toddlers having a bath,Two kids are in the bath smiling. ,Two young children are laughing and playing together in the bath.,"Two children are in a bath together, sat down, as the older child blows through a harmonica the younger child laughs.",Two young children share a bath,,,,,,
yt-7we4oftPEXo_245.mp4,"A woman is laying a small, crying baby on a floating mat in a swimming pool. ",a crying baby girl being placed on a float in the swimming pool by her swim instructor,Toddler being placed on a large floating mat in a swimming pool.,A baby is put on a floating mat in a pool and is crying,A woman and baby are in a pool and she puts the crying baby on a float.,,,,,,
yt-84Tw9n59zw0_24.mp4,two women looks over some food and discuss the products in front of them,Two attractive blonde women talk in a kitchen.,A woman talks about food while another woman listens to her.,Shopping channel presentation with female guest explaining product to female presenter.,"Two women are standing and talking in a kitchen with bowls of ingredients, a crockpot, and a large sandwich in front of them on the counter.",,,,,,
yt-8U-qwDgKU2E_2.mp4,there is one man sitting in a chair and another man comes over and sprays him with water and slaps him in the face,A child sprays someone with water before slapping them.,A man spays another man in the face and then slaps him.,Person sprayed other person in the face with a hose and then slapped them.,a man is pranking his friend by spraying a hose then slapping him,,,,,,
yt-8jK--lY7pww_12.mp4,a man on a hockey rink.,"two people on ice, the person on the right is skating in the direction of the camera, moving their arms to help them move. the other is stood still",An ice hockey instructor skating forwards on the ice showing a student how to do it.,"Two ice skaters, one moves forward from the other with the other watching","one man skating on ice, one watching him",,,,,,
yt-9AkGB_rRbIQ_95.mp4,Woman cleaning a baby in a sink.,"a nurse is checking over and cleaning a newborn child in a sink, while ensuring it is healthy.",A woman washes a baby's hair over a sink.,Awoman is washing a baby;s hair and the baby is upset and crying.,A female bathing a newborn baby's head with water from a bowl in the sink.,,,,,,
yt-9LkmwSItZlk_5.mp4,"Twins lying on a bed, both crying. ",two babies crying next to each other,Two babies crying while laying on a cot.,Two babies are crying,Two babies are laying very close together and crying.,,,,,,
yt-9OU9ycaIiGM_35.mp4,a baby crys while sitting on a mans knee,A dad comforts his upset baby.,A small child is sitting crying whilst the man tries to calm her down by stroking her front and kissing her head.,A man is holding and comforting a crying baby.,A man comforting a infant.,,,,,,
yt-9R3WOWjYHMs_3.mp4,A woman distracts a man who has a games console in his hands.,A woman jokingly touches a man's game controller which annoys him.,Girl messes with boy while he plays a game.,A man and woman are lying on a bed while the man plays with a console controller and the woman tries to take it off him.,Two teenagers laying on the bed playing video games.,,,,,,
yt-A77SpYVvfKE_5.mp4,A kick boxer trains with his trainer,Two guys are sparring in kick boxing.,Two people kickboxing in a ring.,One man is holding up pads and another man is kicking them.,A man sparring with his partner.,,,,,,
yt-ACR1T1nMR0E_57.mp4,One lady explaining something to another lady whilst expressing her feelings with her hand.,2 women talking or discussing work or having a meeting,"To women are sitting next to each other at a desk covered in paperwork, one women is explaining something to the other woman.",Giving an opinion on a subject they are both studying,Lady talkes with her colleague and gestures,One woman is explaining something to another woman in an office.,,,,,
yt-AXeXiTb9ntA_162.mp4,"two men standing on the bank of a waterway, one of which is stamping his foot.","one person stood holding a large stick, the person in a white top is looking down and stamping their feet",Two boat workers on the jetty discussing the boat.,"Two men stood by a river and a boat, one man is moving up and down as the older man watches",two people stood on a dock looking like they want to get into a boat,,,,,,
yt-AhM9i0zrIEo_19.mp4,a mother washing her baby in the bath.,"an adult is giving a baby a bath, the baby is reacting to water being put on their head.",mother and baby bathing together.,A mother tending and washing her baby in the bath,a mum in the bath bathing her baby who is in a smaller bath,,,,,,
yt-BJa2Fs1UyZ0_71.mp4,Two young boys are brushing what looks like a plastic pool.,Boys attempting to clean water from the ground,"Two boys are in a swimming pool, one sitting and one standing, and they are each holding a long-handled cleaning pole.",The boys are playing in the water,Two young boys are cleaning a paddling pool by using brushes in soapy water,,,,,,
yt-BVDyfz_RdZo_168.mp4,there is a woman performing tap dance while another woman sits behind her and plays an instrument,A woman in pink dances while a friend watches.,A lady plays the piano while another lady dances.,Woman tap dances while another woman plays piano.,a lady is dancing and celebrating in a dance class,,,,,,
yt-CQzqhM81T_M_5.mp4,"Two babies crying, they are very young and might be twins","Two babies, wrapped up cosily, are lying on their backs next to each other crying loudly.",Two very young babies crying side by side,crying babies,Two very small babies are wrapped up side by side and crying hard,,,,,,
yt-CycYi5Z5guk_25.mp4,"A man take a puff of a cigarette and is seemingly about to blow the smoke the other mans face, who is shivering from the cold. ","Two men stood outside with a coffee in hand, one man is smoking and the other wears a cap",Two men are standing in the street holding cups and one of them takes a puff of a cigarette and blows it towards the other one.,The people are smoking ,"two men outside a door, both are drinking but one is smoking",,,,,,
yt-D0FQ_5wWv_s_5.mp4,"A child seems to be laughing and remembering something, while embraced by their mother.",woman cradles laughing toddler,A woman and baby laughing,A mother delightfully playing with her blind baby.,a woman is holding a smiling toddler,A woman and a child laughing together.,Mother interacting with child,,,,
yt-DlUgLVITRn0_3.mp4,"The woman on her phone seems unimpressed (""like really? ...) with the other woman in pink. ",two young women casually hanging out,A Woman texting whilst standing with another woman,Friends chatting in a room.,"two women are standing in a room, both wearing dresses, one woman eats something and the other notices and looks annoyed",Two women in a room.,girl looking peeved and  not happy about what other girl is doing,,,,
yt-DnrzWno9RY0_28.mp4,two babies lay in a bed and one of them is crying while the other watches on,One baby cries while another watches.,"A crying baby is lying beside a wide-eyed, calm baby.",Baby girl comforts crying Baby boy in bed,"Two babies are lying next to each other, holding hands. One of the babies is crying and one of the babies is smiling.",,,,,,
yt-EB_2BGaRiNU_9.mp4,A young is getting ready to brush his teeth and his father is watching. ,"Child seems a bit reluctant to put food to his mouth with an adult watching, however, the child eventually does",A man is watching his little boy clean his teeth.,The boy is brushing his teeth,A dad is showing his son how to brush his teeth,,,,,,
yt-F0Ede8UiICQ_38.mp4,"Two girls are laughing together on a striped couch, and one girl playfully throws a stuffed animal at the other.",two young girls playing with peppa pig,Two children laughing on a bed,The two little girls are playing with their toys,two small children are on a bed playing and one of them throws a plushie at the other playfully,A girl throwing Peppa Pig to another girl.,siblings playing happily together,,,,
yt-FSXBt3Sak1E_25.mp4,An adult holding a baby,A woman holding a happy baby.,Mum fanning baby,a woman smiling with her baby,Playing with a baby.,,,,,,
yt-G7OeEYC-zy4_57.mp4,"Boy typing on the computer keypad and girl, potentially sister, combing his hair with a brush.",one girl combing a boys hair probably brother and sister,One child is working on a computer whilst a girl next to him brushes their hair.,A girl enjoying brushing her friends hair.,girl combs hair of her little brother,A girl is brushing a boy's hair while he plays on the computer.,,,,,
yt-HNPvM6RfXsY_12.mp4,two babies are sitting together and brushing their teeth,Two children brush their teeth in play toys,Two babies are brushing their teeth.,Two babies brushing their teeth.,2 toddlers brushing their teeth,,,,,,
yt-HT3D9Cpx8Lw_28.mp4,The child is being taught how to swim.,A crying child holding onto the side of a pool with a man in the pool nearby him,A young girl swimming and crying at the edge of a pool while a man swims behind her.,a child in a pool learning to swim with an older boy ,a child crying because they dont like the water in the pool,,,,,,
yt-HYtGXOKUyCk_5.mp4,Two girls are playing a hand game together.,two girls playing a clapping game,Two girls playing a clap hand game,"Two girls playing Pat a cake, Pat a cake",two children are doing a kids handshake in a living room,Two girls playing patticake.,"two friends playing a hand game which involves a ""pat-a- cake"" theme",,,,
yt-H_bBYuPxXkU_71.mp4,Two teenage boys are practicing particular dance moves like stick people.,Two people street dance next to each other.,two men dancing,Two men are dancing near a water fountain.,Two guys are making the robot dance move out in public,,,,,,
yt-Hdv-QIhFago_254.mp4,A child hitting cymbols,"A young boy is playing on a drum set, while an adult looks on, smiling.",A toddler having a go on some drums while an adult watches on,a little boys playing with musical instrument,Toddler playing drums. ,,,,,,
yt-HsV1AkMICLQ_51.mp4,A male playing the drums with some headphones on,A man plays the drums.,A guy is playing the drums and jamming to music on headphones.,Playing drum set in a studio,A young man wearing headphones plays the drums.,,,,,,
yt-Jpw2EHf2-3s_508.mp4,"Two men in military attire stand watching, while carrying archery equipment and backpacks.","two army men standing in a field, chatting to each other.",Two men in the army talking to each other in wilderness. ,"Two men stand side by side, in conversation, in a forest while carrying two weapons, one of the men removes his hat.  ","Two adults in military style clothing are standing in what looks like a wooded area, one of them removes his cap.",Soldiers talking.,brothers in arms outdoors ,,,,
yt-K1EmbP7RMrQ_103.mp4,Two young boys are trying to copy the dance moves they see on the television.,Two children dance next to each other without any real interaction with one another.,two children dancing,Two children are dancing in the kitchen.,Two kids are in the kitchen dancing and playing around,,,,,,
yt-K2Ysv5Y6tYo_297.mp4,A person sitting on a bench outdoors watching someone doing gardening.,The woman is gardening while the man sits.,A man sat next to a woman knelt gardening,Two people gardening in the backyard.,A woman is placing soil in a planters box as an older gentleman watches.,,,,,,
yt-K8ATZKxAgck_32.mp4,"Two babies, both wearing orange clothing. One is crying","Two babies, one crying and the other laid back, sitting on a sofa.",Two toddlers on a sofa together,1 baby crying the other baby looks bemused,A curious and calm toddler sits on a green sofa while another toddler leans on him and cries  ,,,,,,
yt-KYxzJcHV8bI_485.mp4,Two girls playing and one is on the swing.,Child standing on a swing with a girl watching ,One girl standing on a swing as another girl looks on.,one friend standing on a swing while another friend watches ,One kid playing on a swing and a girl watching them play,,,,,,
yt-KZqqB7yoVYw_11.mp4,Two girls performing ballet moves in a dance hall. Jumping from one side to the other.,two ballerinas practicing,"The two dancers jump to one side, they time their movements to be identical.",Young children learning the basics of ballet,two young girls practise ballet,Two girls are practising their ballet moves.,,,,,
yt-LBVBFl3eNg8_88.mp4,A man in glasses angrily slaps another man in a car,a man with sunglasses slaps another man in a car,Two men appear to be in a vehicle and are arguing or speaking in a heated manner.,man slaps woman on cheek,Hitting and arguing ,two people in a vehicle and one slaps the other on the face with the other person is disbelief.,,,,,
yt-LrJEzt-ytsM_18.mp4,"A man appears to be observing a little girl dismount the lawnmower, and he holds her hand to ensure she is safe and doesn't fall.",little girl climbs off ride on lawn mower with driver's help,Man helping a child off a motorised vehicle,A little girl getting off Daddys ride on mower.,A man is helping a child get off a small vehicle ,A young girl being helped down by an older boy.,"small child alighting  from  a ""dodgem"" who probably didn't like being squashed in",,,,
yt-M1SHOxaP24s_29.mp4,The dad closed the top of the hot grill open while holding his infant child to his stomach in front of him.,A man holds a baby in one arm whilst closing the lid of a barbecue with the other arm.,barbecuing with a baby on her lap,A man watches food cook on the barbecue with a baby in his arms and then closes the lid.,A guy is holding his baby well closing the BBQ lid filled with meat and then licking his hand after.,,,,,,
yt-M1ZSKh7JbQQ_36.mp4,a baby plays with a woman's hair,A baby plays with his mother's hair.,A small child is trying to brush the hair of a woman who is sitting beside her.,"After a baby uses a brush to brush a woman's hair, the woman looks over at the baby and smiles.",A infant playing with a woman's hair.,,,,,,
yt-M7LSf18G1-k_30.mp4,"Two people are standing in a sports hall practising kickboxing, one is holding pads while the other demonstrates a high kick.","Two men in a gym together. They appear to be doing trial or practice martial arts on each other. One on the right makes a sparring motion and then kicks towards the one on the left, and the other watches as though learning. ",Kickboxing practice with his sensai,A kickboxer training.,one man kicking the other who is stood in protective gear,,,,,,
yt-MJMvM4DjVVY_67.mp4,two women sit cross legged face to face and play a game clapping their hands together,Two females slap hands together in a game,"
Two girls are playing a hand game together.",Two people play a hand clapping game.,2 girls are playing pat a cake,,,,,,
yt-MMycfMcM9oM_297.mp4,"Two hunters are gleefully examining their kill, they appear to have shot a fox.","Two hunters with cross bows are standing over the body of a dead fox they appear to have murdered. One is kneeling over the dead body and holding it up a bit, they're both talking, and grinning and smiling at each other.",Hunters looking at their successful kill of a fox,Hunters looking at their kill (a fox).,one man is moving a dead animal whilst talking to the man stood next to him,,,,,,
yt-MqMKjrKRXmI_35.mp4,A baby crying next to the camera and a young girl sitting in the background,A baby cries while its sister sits by.,A baby is crying while a toddler sits by and ignores it.,Baby on sofa crying whilst female toddler in disinterested and plays video games,"A baby wearing a bib and lying on a couch cries at the camera while an older child sits on the same couch, looking at something off-camera.",,,,,,
yt-NNVHWypc0No_309.mp4,Two kids wood working ,two boys holding sticks and building something in the dirt,Two boys are building something with wood.,Two boys are working together building a structure made of wooden stirps. One boy has gloves on and is holding a piece of wood in place while the other boy works at the other end of the strip of wood.,A young man and a boy are working with a wood frame of some kind.,A young man and a boy are working with a wood frame.,Two boys building something using wood.,,,,
yt-NQKRncc6YX8_35.mp4,Man playing with a cat and a baby,A black cat laying on a bed looking at a man ,"A cat is walking on a bed, and there is a baby and a man in the background.",A man is playing with a kitten who is on a bed by pushing his hand under the bed covers to make it more. A baby is lying on the bed next to the man watching and laughing.,A young man and a baby lying on a bed are watching a cat playing on the bed.,A young man and a baby lying on a bed are watching a cat playing on the bed.,A father with his baby boy and cat playing on the bed. ,,,,
yt-NyoDNKkeCkE_20.mp4,A policeman is standing by the car window and talking with the driver who is holding a can of drink.,A police officer talks politely to a man.,traffic cop talking to man,A policeman is talking to the male driver of a vehicle.,An officer is talking to a guy in his vehicle ,,,,,,
yt-O2JT20EG6yI_111.mp4,"a man chisels some wood while a woman talks to him about his technique
",A man drives a stake into the ground with a mallet.,A guy is chiseling in something while a woman approaches and looks on.,Man showing woman how he hammers a long spike,A middle aged man uses a hammer to drive a stake into the ground while a woman observes.,,,,,,
yt-OGAx__6iSTs_17.mp4,A toddler boy is testing out a drumming test at a music store.,a small child playing drums while the mother watches him,a younger child playing drums when an older adult smiles and watches,A child testing out some drums in a music shop with a happy parent watching.,A young child tries out a drum set while a parent sits behind looking on,Mother observing kid playing percussion,"A young boy wearing headphones playing on a drum set, while a woman sits behind him, supervising.","Child wearing headphones plays the drums, while an adult looks on",A young child playing drums while wearing headphones,A young boy is playing the drums whilst his guardian watches and smiles,mother watching son playing the drums with a headset on
yt-OurLBAGyI9c_16.mp4,Two men are fishing under a ice lake.,"two males are preparing to do some ice fishing, in cold artic temperatures, while setting up their tools.",Two men ice fishing.,"A man is fishing in a snowhole, and another man carefully approaches and squats down.",Two adult males with fishing equipment in arctic conditions.,,,,,,
yt-P3MNLNyt_98_51.mp4,A man and child are wearing green camo attire in a snowy area and the child picks an item up from the snow on the ground. ,One man steps back whilst the other picks up something from the snow,An adult and a child are standing in snow and the child bends down to pick something up.,The people are walking in the snow.,Two people are wrapped up out in the snow and the smaller one picks something up,,,,,,
yt-PWO7CMF5otY_336.mp4,"The woman appears to be swearing at the man, and he is shocked.",Woman driver yells at passenger,"A women shouting at a man ""shut the f**k up""",A girl on her driving lesson shouting at her driving instructor.,"The woman driving the car is mad at the man sitting next to her, and she shouts at him to shut up, while the man is shocked",A woman angrily speaking to a man in a car.,Female driver angrily disagreeing with male passenger,,,,
yt-PZF2qQpnGcI_97.mp4,The man is using a fishing pole and his friend is holding the net. ,"2 men fishing, one of them is holding a fishing rod while the other holds a big net",Two men doing fishing.,"Two adult males are on a boat out at sea. One has a landing net, the other has a fishing rod and is trying to bring a fish in","Two people on a boat, one is fishing with a pole while the other has a large net ready and waiting to catch.",,,,,,
yt-PkN1YKOuOYE_6.mp4,A man holds a baby boy near his face and they are playing.,The man is holding his baby.,"A man holds a baby up his chest, plays ans speaks to the baby.",Blowing raspberries,Father interacting with his young son.,,,,,,
yt-Qk-3RGy0rwk_18.mp4,a young child wanting to be helpful and brushing an old mans hair harshly for him while the old man lets the child.,A child brushes an older man's hair.,A toddler brushes the hair of an older person from behind them.,Young boy roughly brushes old mans grey hair from behind,A young child uses a comb to brush the hair of an elderly man.,,,,,,
yt-S0dAccaitok_119.mp4,The man appears to be instructing the woman in playing the (violin?).,male violinist demonstrates to female violinist,A man teaching a woman violin,The two musicians are playing the violin and arguing about how is the best way.,"a man and a woman are playing violin, the man is instructing the woman how to play ",A man demonstrating a violin to a woman.,violin instructor telling pupil about how to play a chord with feeling,,,,
yt-SHe7vXXrv44_21.mp4,A man begins brushing a babies teeth whilst the baby is already brushing their own teeth. ,"Adult, presumably father, spoon feeding a child",A baby is trying to use a toothbrush while a man is cleaning the baby's teeth.,The dad is brushing the baby's teeth,A dad is helping his son brush his teeth,,,,,,
yt-TUdnj4CVFmQ_416.mp4,Two people talking about a car repair,"Two men, both wearing black working gloves, are sat next to a car and the younger one, who's holding a paint polishing machine, is explaining something to the older one.",A young man talking to an older man by a car,2 paramedic talking,Two seated men converse at the side of a car,,,,,,
yt-U87RJqCZT8w_16.mp4,Two young men throw medicine balls and a close wall and then catch the bounced balls.,The people are exercising with medicine balls.,Two people are seen in the video practicing throw and catch,Throwing medicine balls off the wall,Two men throwing balls against the wall.,,,,,,
