video_name,caption01,caption02,caption03,caption04,caption05,caption06,caption07,caption08,caption09,caption10,caption11
yt-UPu938CNhYc_35.mp4,Two martial art type people are practicing kicking a blue pad.,Two men practicing a martial art as kicks the cushion the other is holding.,Two men performing a karate routine.,Man kicking target held by another man.,"A person is practicing a martial art kick, while another person holds a mat for them to kick into.",,,,,,
yt-UZjgD-xTz9Q_310.mp4,"2 young men, one driving one in passenger seat",Two guys in a car talking. ,"The driver is telling the passenger something. He seems to be fed up and frustrated. He made a hand movement to express this. The passenger glanced at him, in an irritated manner.","Two males are discussing something together in a car, both seem to be involved and engaged in discussion.",Two men wearing black t shirts talk in a car whilst driving,,,,,,
yt-UdFXugWdS94_32.mp4,Young boy and girl are watching something and seem to be learning a dance move.,The people in the video are learning to dance.,"Two children are visible in this video dancing with their faces turned in the same direction, as if they are watching and dancing along a TV scene.",Dancing,Children dancing.,,,,,,
yt-V9hKfvFLDQo_816.mp4,Two girls eating.,Two people eating food and chatting about the food together ,Two women breaking apart shellfish as they prepare to eat.,two friends eating seafood together ,two girls eating seafood ,,,,,,
yt-VmGqoK-hmHc_47.mp4,A young child imitates mowing the lawn,A kid joining in with his grandma moving the grass.,"A woman and a boy mowing the lawn together, the boy has a toy mower and the woman a real one.",A woman is mowing a lawn with a lawnmower while a baby appears beside her and pretends to mow the lawn with a toy lawnmower.,A lady is mowing her lawn while a small child pushes a toy lawnmower near her.,"A mother a lawn mowing. The baby is as well, but not really because his lawn mower is a toy. The mother definitely bought the toy for him because every time she tried to do her garden in peace, this little human would try to help her thinking he could do a better job, but really just wasting her time. Very adorable.",helping nanny with the grass,,,,
yt-WsSVHEX7LdQ_144.mp4,two men are in the snow one is sitting down and fishing and the other one is standing and watching him,A man sat on a snow block is preparing to fish while his freind watches,One man is ice fishing while another man is standing by watching.,Two people in snowy mountains. One man is holding some kind of stick over something black in the snow (not sure what it is).,people ice fishing together,,,,,,
yt-XTX0BNJrLcc_97.mp4,A young baby tries to touch their mums face and gets more than they bargained for.,A mother playing with a baby.,"A woman is playing with her baby, she's playfully biting the baby's finger.",A woman is playing with a baby - the woman pretends to eat the child's fingers while the child,There is a woman playing with a baby - the woman pretends to eat the baby's fingers while the baby reaches out to the woman's mouth and smiles as they play.,A lady playfully sucks on a baby's fingers which makes the baby smile.,A mother playing with her baby.,mommy bit my finger,,,
yt-YHZCo34wpMQ_3.mp4,A man and child brushing their teeth,"An adult brushing his teeth while holding a baby who also has a toothbrush, although he doesn't seem to get what to do with it.",Father encouraging his baby to clean its teeth by example,a man brushing with his son,Brushing teeth with son.,,,,,,
yt-Z02VjQcNxv0_5.mp4,A father is doing some gardening with his toddler daughter and hands her a green watering can.,father helping the daughter water the plants ,"an older person and a younger child working together outside, looks like gardening as the younger one has a watering can",An adult is teaching a young child to water the plants.,A grandparent helps a toddler water a bush with a small green watering can.,Women and child gardening,"An adult handing a small watering can to a child, gently guiding her movements to show her how to water a grassy plant.",A parent shows her baby daughter how to use a watering can,"A father and daughter watering a dead looking plant
",An adult is giving a small child a watering can to help water the garden,an old lady is showing a little girl how to water plants
yt-ZXSB3uT5Rk8_91.mp4,Two sisters are dancing together in their living room.,two older female children dancing,Two girls dancing,Sisters having fun dancing in front of the camera.,two children are dancing in a living room,Two girls dancing at home.,two children probably watching and following dance routine on Wii,,,,
yt-_I70R4j_tjA_309.mp4,A couple who is holding hands taking a stroll.,"a married couple are on a hike around the mountains on a hot summers day, they are holding hands are going at a brisk pace.",A man and a woman hold hands and walk over a mountain.,"A man and woman seem to be enjoying a walk through the mountains, whilst holding hands.",A couple holding hands walking across with a backdrop of a mountain range.,,,,,,
yt-a9HzBJRWEJw_101.mp4,Man stirring paint in a pink bucket with girl watching.,A father and son mixing paint,"A man and woman are working together on a task and facing each other, the man stirs a bucket whilst the woman watches.",mixing paint to loosen it up.,Men kneeing and stirring some chemical compounds of a bucket,Two boys are mixing something in a bucket.,,,,,
yt-aunEHRTiMrQ_22.mp4,A little boy is amused at playing with a toothbrush in his baby brother's mouth.,big brother playing with the toothbrush in the little brothers mouth,"two children playing together, one is older than the other. he has a small toy hanging it around the younger ones face",A big brother helping to brush his little brother's teeth in bed.,An older child is sitting on a bed putting something into the mouth of a younger child lying beside him,Two children in the bed,"Two boys sitting on a bed; the older of the two, sitting, brushes the younger one's teeth as he lies back.",A child is sitting twirling a strap on the clothes of his sibling,An older sibling brushing his toddler younger siblings teeth,A young boy looks to be brushing his baby brothers teeth,big brother is brushing his little brothers teeth while he lies down on bed
yt-b6BhSLVUPuc_188.mp4,Two people in a kitchen preparing food.,The man is mixing food in a bowl while the woman talks. ,A man mixing a bowl while a woman stands next to him in the kitchen talking,A man preparing ingredients.,A couple appears to be filming a cooking show.,,,,,,
yt-cUygizD21xo_35.mp4,"two women in a garden, doing what appears to be a dance routine.","two people clap with their hands in the middle, they step back and clap closer to the floor, they then lift their arms above their heads and move them from left to right",Two females practicing a sequence dance routine together.,Two girls dancing in synchronizing and appearing to be happy,two people doing a synchronised dance,,,,,,
yt-cYECXplgRi4_15.mp4,Woman laughs as baby in highchair chews cake she has given him.,The mom is feeding the the baby dessert and the mom is having fun.,"A woman is happily feeding baby, who is sitting in a feeding station with a bib around his/her neck.",Feeding baby cake,Mother enjoying feeding her baby a cupcake.,,,,,,
yt-ccsCZ0yttAI_264.mp4,"Man is laying on his back on the floor and puts his feet near shoulders of a kneeling man, maybe to learn a defense move.",The man is doing martial arts with the other person.,A man dressed in a white martial arts gear is seen with another man in a position that appears as if the man in uniform is training the other man.,Ju-jitsu,Two men demonstrating self defense techniques.,,,,,,
yt-cf6C48WpbPE_21.mp4,Woman smokes cigarette while man sitting near her looks down at phone or book.,The lady is smoking and the guy is on his phone.,"Two young people are seated in a seemingly relaxed manner, with the person in the foreground smoking a cigaret.",Smoking a cigarette,Man engaging with his cell phone while a woman sitting next to him smokes.,,,,,,
yt-cqmZWMjSuy0_205.mp4,two woman singing and dancing and one is clapping,A woman with a selfie stick dances with a friend,Two Asian women sing and dance.,"Two women dance. One sings while cooking, the other claps.",2 asian ladies are dancing and celebrating,,,,,,
yt-cs7e8XeuSGw_61.mp4,Two members of a band playing instruments. One man playing guitar and the other playing the drums.,A drummer and guitarist performing. With the guitarist singing,"A singer and a drummer are playing in a band, they are playing together but facing outwards towards the audience.",A band playing on stage together.,"two man in fancy golden jacket play music, one as guitarist and another as drummer",A singer and a drummer in a band.,,,,,
yt-dUQG4COAK54_46.mp4,An adult and a child blowing air into their hands as they clap.,A man and boy are cupping their hands and clapping. ,A boy and a man clapping and singing,Two people clapping their hands.,A father and son are playing music without instruments by using their hands and mouths.,,,,,,
yt-eKsNke8uDhE_5.mp4,"Twin babies are waking up hungry from their sleep, one of them is crying hysterically and the other thinks the cloth is a bottle.",two babies. one is crying and the other one is ,two babies crying,"Two young babies, maybe twins, one crying and one nuzzling for food.","Two babies lie together, one screams",Two small kids crying in the bed,"Two babies lying next to each other, one possibly sleeping and the other crying.",A baby is crying as another lies by its side,Two babies crying,"Two babies in white are laying down; one of them is crying, whilst the other is leaning into their shoulder.",baby crying next to another baby while its chewing on the crying babys top
yt-fBN0EWsZbnk_14.mp4,Two children mowing a lawn with lawnmowers.,The man and the boy are mowing the lawn. ,Two boys one older and one younger mowing the lawn walking around,"Kids using lawn mowers, one is a big lawn mower and the other is a tiny lawn mower.",A boy cuts the grass as a younger boy imitates him with his toy lawnmower.,,,,,,
yt-fCaGeX3EZzc_44.mp4,An adult with a toddler sat on her knee chewing a toothbrush,A woman with a squirmy baby on her lap.,Mum letting baby put toothbrush in its mouth,a baby with her mom,Baby brushing teeth.,,,,,,
yt-gEpYfnTt5_c_51.mp4,Two children in a cot smiling and laughing at each other.,Two babies smiling at each other in a cot.,Two babys playing on the floor next to a crib.,"One baby stands, both babies smile.",Two young children are smiling at one another in their crib.,,,,,,
yt-gcN3azy8GDY_38.mp4,"A girl throws a ball, whilst another watches on",a girl picks a ball out of her baseball glove and throws it while another girl is walking over to her,Two adult females are playing a game of baseball and one is kneeling with her glove holding the ball and is preparing to bowl.,2 femals practising sport,Throwing a ball,two people with one person showing the person how to throw the baseball.,,,,,
yt-gdfrW0ohNCU_61.mp4,A young boy playing the drums with headphones on. A lady sitting behind him watching.,black boy drumming with his white teacher behind supervising ,"A boy is playing the drums, a woman is sitting behind him and looking at him.",a child learns to play the drums whilst his teacher watches on.,Little kid takes his time playing drums,A boy is playing the drums wearing headphones.,,,,,
yt-gknOwYMSbPs_2.mp4,"A young adult does a karate kick towards another, who backs away quickly","Two young men are facing each other next to a blue door and the one wearing a blue T shirt demonstrates how to do a flying kick to the one in the black top, who steps back to avoid the kick.",Two youths kickboxing,a person trying out a flying kick,"A man launches a kick at another man, who dodges",,,,,,
yt-gvcE-VktSSg_23.mp4,father playing with a young baby,A man is holding a baby crying with a dog light toy. ,The man is holding a baby. He seems happy and looks at the baby lovingly. The baby is crying. The man shows the bay a small toy.,"A man holds a baby who is crying, the man is trying to soothe the baby with a toy in his hands.",A man holds a baby and a flashing toy which seems to be making the baby cry,,,,,,
yt-gyHCZmoE-Gc_173.mp4,A woman is in the sea and is throwing a fishing rod across the water.,a lady in the same water she is fishing ,older adult in the water fishing,"A couple of ladies in the sea, one doing some fishing.","Two ladies in hip height water in bathing suits, one is casting a fishing line",Two girls in water fishing,Two women standing in a lake on what looks like a bright summer day; one holds a fishing rod which she casts into the water.,"A lady in a bikini tries to cast a fishing line, but apparently fails",A woman casts a fishing line into the water while standing in the water.,An adult woman is fly fishing in the sea ,woman in bikini in the sea swings a fishing rod
yt-hFPoxM6C8v0_4.mp4,2 small toddlers playing,Two kids are playing in their lounge,A toddler is lying on the floor looking at another toddler who puts a toy in his mouth.,"Two children are playing together; one is laying down looking at a younger child, squatting next to them, whilst putting something in it's mouth.","two young children, one on their back, the other squating play with toy tubes of toothpaste",,,,,,
yt-hHV1-no0rkQ_102.mp4,A man helping an elderly man who is on his back.,The student lies on a yoga mat whilst their trainer explains what to do.,A man helping an older woman with her physical ailments.,Man explaining exercise to lying woman.,A woman is laying down on a mat receiving professional physiotherapy advice from a person.,,,,,,
yt-hXKxZId2MC0_139.mp4,"Two people are sitting opposite each other behind drum kits, they appear to be playing music together.",Two men on opposite sides of the screen are playing two sets of drums that are pressed up against each other. Both are playing different rhythms and beats. It does not appear that they are communicating.,2 Friends playing drums together in a room.,Two musicians playing drums.,2 drummers in one room each with a drum set,,,,,,
yt-hhmiJzI5caA_52.mp4,two men sit in a car talking while their arms are out of the window,An older guy and a younger guy are sitting in a car talking.,Two males sitting in the front seats of a car and the older male is talking and holding his hand out the window.,There are two men sitting in a car talking to each other and each has one arm sticking out the window.,Two people sitting in a car chatting.,,,,,,
yt-iHn1BwC1p1I_31.mp4,A girl brushes a boys teeth,a girl is brushing her brother's teeth in the bathroom,Older child is assisting a younger child in cleaning his teeth.,An older child is assisting a younger child with cleaning his teeth.,young girl brushing young males teeth,Brushing teeth,two children with one brushing the others teeth with a toothbrush.,,,,
yt-iRPNwUaA-5w_236.mp4,looks like 2 men in the tall grass area wearing cameo clothes.,One soldier sprays the sole of another soldiers boot which is lifted up by raising the leg backwards.,two men in camo gear are sorting out their gear,Some reason they are cleaning shoes on their hunting mission.,Two soldiers stand in a field while one sprays something on the shoe of another.,,,,,,
yt-iW8qXrKxfsk_18.mp4,The man is feeding the baby.,Man opening his mouth whilst feeding a baby ,A baby in a high chair laughs as a man plays a game with feeding them.,a farther feeding his child at dinner time ,a dad laughing with his baby during feeding time,,,,,,
yt-iYZvTOb0gWU_608.mp4,two women are doing crafting together and the woman in the purple seems to be learning from the other woman,A lady is teaching another lady,Two ladies are looking at a yarn project together.,Two women in front of a shelf full of yarn. One is looking at something knitted.,2 women talking about stitching,,,,,,
yt-ieUSTTGb3P8_9.mp4,"Two babies are taking a bath, one is splashing the water.",Two small twin looking babies in a small baby tub are having a bath. The baby on the left is making splashing water motions as the baby on the right watches.,Two tiny infants having a bath/soak in a basket submerged in a tub,Two bald children playing in the bath.,"2 children in water, one splashing",,,,,,
yt-ix0bg7Lgyas_26.mp4,Two lads playing american football in the garden.,Kids playing football one throwing and one running away to catch,"A girl and boy are playing with a ball, the girl throws the ball to the boy and runs to catch it as the boy throws it to her.",Two friends playing american football together in their garden.,"Girl passes the ball to boy then runs away, then boy passes it back to she",Two boys are playing rugby outside at the end of the day.,,,,,
yt-k2tmlKg0MsU_33.mp4,mother teaching baby,A woman and a kid are watching something on an ipad. ,A woman is holding a toddler on her knee and holding a mirror up to him.,A mother is holding her child while she is showing the child something on a portable device and looking at the child to see the reaction.,a woman and baby watch something on a small screen,,,,,,
yt-k6Ildfvd4wA_76.mp4,A chef talking to a women in a kitchen.,The lady is listening intently to what the man is saying.,A chef talking to a woman in the form of an interview.,Man talking to woman in kitchen.,A chef and another person are talking in a restaurant kitchen.,,,,,,
yt-krmQtsQUk1Q_485.mp4,The dad is making the baby laugh.,Man tickling a laughing baby,A baby on its back laughing as an older man plays with them.,a farther tickling and playing with his son ,a dad tickling his baby,,,,,,
yt-l8je0Vm72u4_988.mp4,A skip is being either loaded up or put down while an operator looks on. ,Men are preparing rubbish for the skip.,Men work outside with large truck.,"Rubbish collectors are standing behind their vehicle, while one is bagging up some rubbish the other is smoking and doing nothing.",Two males trying to remove garbage in a truck. ,,,,,,
yt-lMvo3DnAz2I_37.mp4,The woman is watching the boy feed himself with the spoon. ,A woman smiling while a child sits on her lap and eats,A baby with the mother playing with a spoon.,"An adult female is sitting with a toddler on her knee facing her, who has a plastic spoon in their mouth",An adult woman is smiling while watching a young child attempt to brush their teeth.,,,,,,
yt-lTeHKYHiVcM_15.mp4,A man and a woman are kicking their legs simultaneously as part of a dance routine. ,Two people dancing together.,Woman and man dance together.,"A man and a woman are doing a sort of jive dance together, holding hands, in front of a mirror.",Two adults learning how to dance together.,,,,,,
yt-lif69GRiRLE_101.mp4,2 children seem to be watching something on a tv and dancing to it.,"Two kids follow a TV dance instruction, staring at the TV.",a young boy and girl are dancing to the television,2 children dancing to something on the TV / computer screen,Two small children dance in a living room,,,,,,
yt-lzsldb9fo70_4.mp4,Two kids playing.,One child pushing another in a toy trolley ,One toddler sitting in a toy rolling chair while another toddler stands behind him.,a brother pushing his brother on a toy car ,a small boy getting ready to push his brother in a chair with wheels,,,,,,
yt-m2cwo-pEgDY_25.mp4,shows 2 men talking to each other about the lawn mower .,"An expert telling a leaner about some garden control machinery, both crouched down on a trailer tailgate ramp.",a man is crouching and speaking to another crouched man,Explaining the way to use a grass cutter / Lawn mower,Tow men knelt over a lawnmowers talking,,,,,,
yt-mqSlRcLajN4_267.mp4,"Two men are sitting, one is talking while another sips beer.",A man quietly drinks a beer while a friend watches something in silence.,Two men drink together.,Two men are in a pub and one is drinking beer but his friend is not looking at him or interacting with him. ,Two males in a bar drinking.,,,,,,
yt-n2JqR0WrAFA_35.mp4,A new father is holding and watching intently a young infant who is starting to get a little cranky.,A man tires to comfort a crying baby.,man with crying baby,A man holds a crying baby in his arms.,A guy is holding his baby and the baby is crying,,,,,,
yt-nJH9cpyHtro_94.mp4,Woman plays keyboard and sings as girl behind her plays drums.,The people are playing music and singing.,"Two young female musicians are visible, playing musical instruments.",Playing music,"Two women making music together, one playing the keyboard and the other on the drums.",,,,,,
yt-nk1ilLx3z1E_10.mp4,An adult playing a drum kit while a child stands in front waving sticks.,A man is playing the drums while a boy is swinging mallets. ,A boy stood twirling things in his hand while a man sits drumming behind,An adult playing the drums while the child is moving drum sticks with his hands.,A boy reacts to the live music being played behind him.,,,,,,
yt-o0tfI02ehDE_1.mp4,Two men throwing a small ball in the air and catching it.,Two men throwing and catching two tennis balls.,Two atheltic males throwing tennis balls into the air to each other.,Men catching and throwing ping pong balls.,A person is throwing tennis balls in the air while another person practices catching them and passing them back.,,,,,,
yt-orhTrit8STg_509.mp4,"Two people are in a bedroom, one is sat watching as the other appears to mime talking on a phone using their hand.",A woman with long hair with a blue head band and a white tee shirt is standing up and speaking to a woman with a bob and a jean jacket who is sitting down. In her hands she's holding an item and she's showing herself acting as though she's putting it to her mouth or inside it but doesn't seem to be. The other woman responds in shock. ,"Woman showing something weird or crazy to her friend on the bed, as she watches with shock",Two women doing something with gum.,"2 people talking to each other, one stood one sat",,,,,,
yt-owyra39-RLo_36.mp4,Two teenagers brushing their teeth while looking at each other,A young man and woman are brushing their teeth together and looking at each other affectionately.,A young girl and boy brushing their teeth,2 people brushing their teeth,A man and a woman brush their teeth while facing each other and making eye contact,,,,,,
yt-p2Rry6IQhwE_57.mp4,"A man shows another a piece of wood, gesturing to it with his hand",an old man is talking to another man about wood,Two men are working on a woodwork project.,older man explaining something to a younger man,Doing diy,two people in a workshop and talking about the piece of wood on the table top.,,,,,
yt-pumHrH9tKRo_131.mp4,The woman and child are playing cellos side by side. ,2 people playing the cello,A woman playing violin.,"Two people are sitting behind musical instruments, maybe cellos, and the older female is tutoring the younger male",Two people playing cello's and the person on the right is also singing or talking.,,,,,,
yt-q4bB_q8QAaA_88.mp4,Two men are having a lakeside conversation on a speedboat,two men in a small boat having a talk,a man in the water in his boat moving his arms around,"A man in a boat, telling another person a story.",A man sitting in a speedboat speaks with an older man who is sitting beside him.,Guy speaking in the speedboat,Two men having a conversation while sitting on a stationary sport fishing boat in a river or swamp.,A crewman of a sponsored sport boat is explaining something to his colleague,A sport fisherman having a conversation on his boat,"A man, who is sat on a boat in a body of water, is gesturing and looks to be explaining something","2 men sat inside a boat thats sponsored by toyota and havoc, one man is explaining something to the other man"
yt-q8mU6W5UqPk_27.mp4,Two children playing drum kits next to each other.,Two boys are drumming. ,Two boys sat at two separate drumming kits drumming with headphones on,Two kids playing drums with their drumsticks.,Young boys are playing on a pair of drum sets.,,,,,,
yt-q__8ex88Ow0_60.mp4,"An eating mother checks on her child, who is amused at something.",A mother spending some time with her baby,"A woman with a baby, she is eating something and the baby is laughing.","A woman sits smiling at a baby while holding them and eating a snack, she reaches forward to dip her chip while the baby reaches forward, looks around, and smiles also.","A lady is eating something and has a baby on her lap, the baby looks like it is laughing and the lady smiles.","A woman holding a baby, playing with the baby, and eating. That is what we call multitasking.",happy baby and mother,,,,
yt-qjtSPSnY_Aw_2.mp4,Two woman are moving their arms as part of a dance routine. ,Two women happily dance together.,Two ladies dance together.,"Two girls are dancing together and smiling, with one having her arm around the other one while they dance.",Two females learning how to dance.,,,,,,
yt-qrKK36byJ30_239.mp4,two fishermen out on the river.,"two people fishing, the one behind is talking and the one closest to the camera is nodding",two men having a conversation whilst fishing together on a lake.,"Two men fishing individually, not speaking or interacting with each other",two guys fishing in a lake,,,,,,
yt-qxNosFrsK1k_55.mp4,A baby copying facial expressions,"A man, making faces at a baby, who imitates the expression back.",Dad making funny noises at his baby,a baby and the father ,Teasing a baby. ,,,,,,
yt-rjfxunCrhMk_6.mp4,A man and young girl pretending that they're playing drums. ,a man and little girl sat next to each other and dancing or pretending to play drums,Man and a toddler air drumming together.,A father and daughter are air-drumming,An adult man and a toddler girl are playing air drums.,,,,,,
yt-sNY_HeMbyQc_35.mp4,A crying baby,Someone holding a crying baby.,One baby crying and the other mouthing at the face of the first one,a man carrying his baby,Comforting a baby.,,,,,,
yt-sWfgS1G-cr4_139.mp4,police officer and other man playing drums,Two guys playing muscial instruments and singing. ,"A policeman is playing the drums, while another male is singing and playing a keyboard.","Two men are playing alongside each other in a band; one on piano and singing and another, wearing a police uniform, is playing drums.","A man in a police uniform plays the drums while another man, sat at a keyboard, sings into a microphone",,,,,,
yt-tbKg9FdQZ0g_63.mp4,Two girls play the same drumkit,two girls are playing on a drumkit,One adult female is assisting another adult female with a drum kit.,2 females playing by hand on drum kits,Playing drums ,two people each are both playing the drums.,,,,,
yt-uFP2jKxjIwo_718.mp4,Two people are talking while cooking for dinner.,"a young couple are cooking a meal together, while having a laugh and having some fun.",A man and a woman cook together in a kitchen.,A young man is preparing food in a kitchen and a young lady points to a hot pan and seems amused about something.,An adult male and female in the kitchen preparing food.,,,,,,
yt-uHGsgDLXCns_2999.mp4,a man is talking with a woman in an office,A man is talking to a woman in an office.,A lady and a man are having a serious conversation.,Two people talking in an office.,they are talking casually infront of a pc,,,,,,
yt-vfa6yhHnhsU_151.mp4,Plasti dipping an animal skull.,A man putting an object in water,A man is dipping an object in water and another man is watching.,A man is dipping a sculpture or something he has made into a liquid most likely to help it set. Another man with gloves on is watching as he does it.,A man is standing in front of a water filled chamber and appears to be putting some kind of sea creature into it.,A man doing something with an animal in water.,,,,,
yt-vx-VMETm4g0_154.mp4,A man and a woman is gardening. ,a male and female are doing some weeding and gardening together on a hot summers day.,A man and a woman kneel over and prepare to plant some crops.,A woman istaking leaves of a vegetable whilst occasionally checking on a young man who is using a trowel.,An elderly woman and an adult male engaging in gardening.,,,,,,
yt-vywVJ0J6Vlk_635.mp4,A young boy and a grown up are fishing.,a dad and his son are spending some quality bonding time together by doing some fishing in a waterfall. ,A man and boy fish in a shallow river.,"A father seems to be supervising his son intermittently, whilst fishing, and making sure he is safe whilst joinging him.",A father and son at a small lake equiped for fishing activities,,,,,,
yt-xPT35mB9C28_1226.mp4,Two adult men are riding in the front seat of a car while the passenger is telling the driver something.,A man talks to another man as they drive along in a vehicle.,two people in a car talking,One man in a car talking to another man who is listening to him whilst driving.,One guy is talking to another guy in a vehicle. ,,,,,,
yt-xnqqB-leeaQ_128.mp4,Two woman with an object.,Two women carrying something heavy between them,Two woman carry around what looks to be some kind of out door furnace.,two friends carrying and placing a furnace ,two women carrying a wood stove/heater,,,,,,
yt-xp4X1QnB1GE_1595.mp4,The dad and the boy are fishing.,Child wit a fishing rod being taught by a man,A young boy and a man fishing.,a farther and son fishing at a lake ,a dad teaching his son how to fish in what looks like a pond,,,,,,
yt-yI5VBQahUNE_92.mp4,"Two people are indoors sharing a shisha pipe, one is taking a puff and the other examines the mouthpiece.","Two teenage boys are sat in a dimly lit room. One of the boys is exhaling smoke from a device, which the other boy then takes as though he will also use it to smoke from it.",Two boys smoing a hookah pipe in a room,Two friends ripping a pipe.,one boy is smoking then passes it to his friend,,,,,,
yt-yIvortOp_D8_304.mp4,shows two men in what seems to be a pickup truck driving while having a conversation.,Two country folk from some hot country driving along in a pickup; one guy in a vest and baseball hat the other a beardy with sunglasses smoking a hickory style pipe.,"two men are in a car, one is talking and the other is smoking","Will have a good day fishing today,theweather great",Tow men are in a vehicle and one smokes a pipe.,,,,,,
yt-yNeLe_a2pck_651.mp4,two girls sitting in the river talking.,"two females in water smiling, the one closest to the camera is going deeper under water",Two ladies relaxing in the water having a conversation together.,Two girls giggling and smiling as they chat in a river,"two ladies in some dirty water, up to their shoulders",,,,,,
yt-yQK3lr5cpSU_37.mp4,A father is brushing his toddler boy's teeth.,a mother brushing her child's teeth,a parent brushing their childs teeth,A father encourages his son to open their mouth to brush their teeth by saying Ahhh.,A parent brushes the teeth of a child using a blue toothbrush,Father brushing childrens teeth.,A parent brushing their child's teeth.,A mother is trying to brush the teeth of her young son,A toddler being assisted in brushing his teeth,A woman is helping a young boy brush his teeth,father is trying to brush his sons teeth
yt-ylWmBeCU2LE_101.mp4,Two toddlers play on a slide.,The toddlers are playing and laughing on a slide together.,Two children play on a slide.,A small child is trying to slide down an orange slide but another child is trying to walk up the slide and they are both laughing.,Two kids on a slide playing with each other. ,,,,,,
yt-zGPMQDq1VdU_39.mp4,A lady and toddler gardening together,"A young woman is crouched down, working on a vegetable patch, with a fair-haired toddler joining in the fun.",A mother and toddler in a garden  plot,woman with a little girl in the garden,"A woman tends to the soil in a garden, while an excited toddler attempts to join in",,,,,,
yt-zcz5nb7m-Y4_55.mp4,A young girl feeds her parent.,A baby feeding their parent,A man kisses a babies hand playfully.,A child sits near a man - she reaches forward and feeds him a snack and the man opens his mouth and takes it while the baby smiles.,A child placing something in the mouth of an adult male.,A baby feeding an old man peanuts.,beautiful thing a child feeding there father,,,,
yt_R-62JchDNyM7U_143.mp4,Two men getting boxes ready for packing.,Taking a painting out of a packing trolley and sorting cardboard.,Two people unpacking paintings from a storage box.,Men unpacking paintings.,Two people are busy ,,,,,,
yt_R-8XFRghgHAwk_54.mp4,An adult helping a small baby to open a wrapped gift.,a a baby sitting on his fathers knee while his father helps him to open a gift,A man helping a baby unwrap a present.,A dad helping a baby to unwrap a present,A man is holding a baby in his lap and is helping him unwrap a present.,,,,,,
